fare_amount,passenger_count,distance_m,pickup_time
14.1,2,5971,04
17.5,3,6074,22
4.9,6,1030,19
8.5,1,2022,11
17.3,2,6205,22
4.5,1,955,01
6.5,1,3045,21
8.0,1,1928,08
9.5,1,2330,23
9.5,1,2700,06
28.9,1,12918,22
9.7,1,3241,21
13.7,1,5473,11
4.5,2,864,17
6.0,5,1166,20
8.0,2,1222,19
7.0,1,1341,08
4.0,1,466,02
6.5,1,1648,11
6.5,5,846,11
5.7,2,2642,04
10.0,1,4200,10
9.3,5,2871,01
6.1,1,1450,14
5.7,1,1337,10
7.3,2,1727,09
4.5,1,785,14
10.0,1,3797,00
7.7,2,2403,20
9.7,2,2502,18
11.0,1,3327,07
4.9,1,1112,10
28.9,1,10156,08
20.0,4,7115,23
4.5,1,1146,10
4.9,2,1065,20
15.0,2,4625,15
11.0,1,4385,00
4.9,1,1616,06
10.1,1,3530,17
57.33,1,21399,11
7.0,1,1753,10
10.0,1,3054,08
19.3,1,4461,12
6.9,1,1567,08
7.7,5,1709,08
4.0,1,1029,16
10.5,1,2253,22
8.1,1,2472,00
11.7,2,2736,14
3.0,1,544,17
25.3,2,10311,14
8.0,5,905,18
7.3,1,2194,22
5.7,1,1368,13
5.7,1,1056,12
8.5,1,2609,22
6.5,1,1670,19
6.0,1,1572,23
4.5,1,497,23
10.1,1,1918,08
14.0,4,2755,19
7.0,1,2222,04
19.0,6,7990,00
9.3,1,2199,02
4.0,3,723,11
57.33,1,21253,15
6.5,1,2159,22
12.1,1,2302,12
8.5,1,1036,08
9.3,1,3305,12
8.5,1,1393,13
54.5,5,20578,18
5.5,5,1467,20
25.5,1,10344,06
8.0,1,1869,17
11.5,6,3873,19
13.5,1,3038,23
8.9,2,2733,19
7.5,1,1780,11
6.5,2,863,19
11.5,4,2767,01
4.5,5,940,00
4.9,1,639,01
10.0,1,4291,17
5.5,1,1043,08
9.3,1,2221,17
4.5,2,1292,20
6.5,5,1514,08
20.5,1,5387,15
7.7,1,1087,15
11.5,4,2697,17
10.0,5,1823,15
8.5,5,2543,12
17.3,2,7527,19
9.0,2,3058,21
10.5,2,3048,03
7.3,1,1565,09
14.5,1,5351,23
7.7,5,1293,23
12.5,1,1850,20
7.3,5,1278,08
12.1,1,4613,12
16.0,2,1834,17
10.1,1,1977,18
5.7,1,795,09
6.5,1,2640,13
8.1,3,1814,20
4.9,1,1202,12
7.0,6,1289,17
5.3,1,1780,15
10.5,1,3608,00
7.7,1,2769,12
6.5,1,1427,22
49.8,1,6961,14
12.1,2,4166,00
9.0,2,2624,23
8.5,1,2974,01
8.0,1,2140,09
15.15,1,3318,01
4.5,1,416,12
5.3,4,1266,18
15.5,1,3406,18
6.5,1,1995,17
7.0,1,1533,19
7.7,1,1509,12
20.1,1,9234,23
5.7,1,1156,12
58.1,1,27418,07
9.7,1,4104,20
13.7,1,3907,09
5.7,1,1479,09
5.0,1,1055,14
17.3,1,4880,19
16.5,1,3375,13
15.7,1,6753,10
11.7,1,3771,11
4.9,5,1177,07
4.1,1,707,16
10.5,1,1190,12
6.5,6,1155,11
30.0,2,11003,18
14.0,1,1803,17
4.5,2,1213,19
5.0,5,498,10
10.5,1,2848,12
16.0,5,4463,12
7.5,1,2122,19
6.9,1,2180,16
30.9,2,15069,18
6.9,1,1670,20
6.1,1,1316,00
6.1,1,1446,18
15.5,6,5400,23
14.0,1,5126,02
8.0,3,1325,07
16.5,1,5992,23
5.5,1,1179,09
15.7,1,3173,12
5.7,1,1038,10
6.9,1,983,22
73.5,1,16650,07
6.9,1,3225,22
7.3,1,3244,04
5.0,1,1181,21
11.0,1,1891,08
29.33,1,7682,08
24.0,1,9261,01
9.7,1,4326,20
6.0,1,1062,11
8.1,1,2542,11
5.3,1,887,15
7.0,1,1001,14
9.7,1,3729,11
5.0,1,993,19
10.0,1,2156,15
28.94,2,11656,16
12.1,1,4927,08
17.3,1,6165,17
6.5,1,2097,03
20.5,3,7262,19
4.1,2,1246,00
5.0,1,1303,18
4.9,1,1496,08
9.5,1,2802,13
17.3,1,8603,00
11.0,2,1183,14
9.3,1,2499,09
18.5,1,5396,09
23.0,2,5321,19
8.1,1,2619,03
21.0,2,6404,20
9.3,2,2173,20
15.0,1,3466,06
6.5,1,2004,18
6.1,1,1094,19
11.3,1,4927,19
12.5,1,3374,17
18.5,1,6761,03
10.5,1,2403,21
5.7,2,1663,18
13.0,1,3743,09
6.5,5,1939,22
23.0,1,7657,05
67.7,1,31740,02
5.7,1,1714,19
11.5,1,1409,14
4.9,1,976,13
26.1,2,6901,17
8.5,1,1933,13
11.7,1,4741,04
26.0,2,8558,21
5.7,1,2222,15
7.0,1,1873,18
5.0,1,449,17
8.1,2,2067,16
6.5,3,1315,19
14.5,1,6337,16
6.5,1,2232,19
36.0,5,10842,00
3.3,1,811,10
4.5,1,757,20
19.5,4,5406,21
3.7,1,643,10
9.7,1,3958,12
34.5,1,9209,06
6.5,1,1424,05
28.0,2,8616,21
13.0,1,4059,08
6.9,2,1467,20
6.5,1,1708,18
8.9,5,4103,12
6.9,2,999,14
4.9,1,1246,22
7.7,1,1521,20
5.3,1,782,16
9.5,1,1988,22
2.9,2,268,03
20.0,1,4899,19
12.9,1,4877,18
8.5,1,2424,21
7.5,1,1102,19
5.3,1,1404,13
5.3,1,1526,23
6.0,1,1026,09
38.5,2,16041,17
10.5,1,4368,00
11.3,1,3337,16
8.9,1,3518,10
6.9,3,3272,23
4.5,1,664,15
7.3,1,1639,15
10.5,4,1411,08
5.0,1,1092,21
4.1,1,1034,03
11.0,1,1735,15
7.5,1,1622,13
11.5,1,3300,03
6.1,1,1668,20
5.3,1,753,15
22.5,5,6078,15
26.5,1,5700,08
6.1,2,1339,08
11.5,1,3625,01
8.5,1,1797,19
8.5,3,2477,23
10.0,1,3083,23
34.0,1,15794,06
14.9,1,4106,19
7.0,1,1053,14
52.0,1,21084,11
8.5,1,2176,21
6.5,2,1642,16
8.5,5,2998,11
12.0,1,2528,15
5.5,1,1287,02
5.7,5,2751,09
16.9,5,6256,19
14.5,3,3983,18
14.5,1,4160,15
8.1,1,2467,14
11.5,1,3575,18
3.3,1,427,20
4.5,1,1266,06
30.9,1,9454,17
4.9,1,1111,10
6.5,1,2517,18
11.3,1,4227,01
16.5,2,7002,00
6.0,1,1187,11
14.1,3,4962,11
4.9,1,1051,09
7.7,2,2153,18
7.3,2,2787,23
8.5,1,2029,19
6.9,1,2005,19
49.8,1,20490,09
4.0,1,868,17
11.5,1,3992,20
32.3,1,8147,11
10.5,1,3003,15
4.9,1,1425,00
21.7,2,7112,17
7.5,1,2141,03
10.0,3,836,03
12.5,1,4646,08
14.5,1,4192,19
7.3,1,1515,13
11.7,1,1611,00
9.5,1,2001,16
7.3,1,1143,00
15.5,5,2545,09
4.5,3,438,11
29.5,1,9184,05
11.5,1,3651,18
8.5,1,2052,17
8.0,3,2508,16
10.0,1,3163,20
3.3,1,510,18
4.9,1,1153,23
15.5,1,4050,18
14.0,1,5632,20
32.83,1,9768,07
6.5,1,1528,19
11.3,1,3962,17
11.3,1,1828,15
21.3,1,8021,18
11.3,1,3650,19
13.3,1,5328,11
11.5,1,3039,18
6.5,1,1795,07
12.27,1,2142,01
56.8,2,16369,11
9.7,1,3452,17
10.5,1,4216,00
14.0,1,3475,22
20.1,2,7417,10
6.5,1,2725,17
5.5,1,469,19
4.9,1,956,19
5.3,3,1079,20
8.9,1,3708,22
10.1,1,3218,09
5.3,1,1247,13
6.9,1,2347,07
8.9,1,3580,19
7.3,2,1808,15
4.5,1,1181,17
12.9,1,3948,19
6.5,1,1779,14
7.0,1,865,11
4.0,1,484,16
7.5,1,1958,03
8.9,1,1312,22
4.1,1,594,10
4.1,1,1524,22
3.5,1,569,15
5.5,1,1082,12
9.3,1,3845,07
12.5,1,4099,21
4.9,5,1383,13
9.3,4,3047,16
14.5,1,2705,16
6.0,1,968,06
15.5,2,2473,23
16.5,5,2138,12
7.7,5,2361,01
6.5,1,1932,10
17.5,1,5527,11
3.0,1,491,19
8.5,2,2442,23
8.5,1,1215,11
8.1,3,2234,17
4.5,1,808,22
8.1,2,2781,01
6.9,5,1245,10
12.0,2,2896,01
6.5,1,2055,07
5.7,5,756,09
15.7,1,4946,07
7.7,1,3386,10
6.9,1,1970,13
7.5,3,1532,17
14.5,1,4285,00
10.9,1,1346,23
27.47,1,10943,04
4.9,1,1111,17
10.5,1,2519,09
45.0,2,13825,22
4.5,1,1099,03
13.7,3,3377,16
5.7,1,1265,08
6.0,1,1521,09
6.1,1,981,01
13.7,1,4791,14
14.5,2,4697,22
6.0,6,616,08
13.0,1,2357,19
6.0,1,682,21
7.3,1,1720,21
7.0,1,2434,04
5.7,5,1546,11
3.7,1,723,18
4.5,1,1185,17
30.27,1,8972,15
5.3,1,855,15
7.0,1,2259,06
8.1,1,2967,22
5.8,1,1876,01
13.3,3,5252,02
5.5,1,1033,08
10.1,1,1140,18
10.0,1,1878,14
18.9,5,6726,22
9.5,1,2849,18
7.0,1,1458,14
5.0,1,671,10
30.04,1,9696,21
6.0,1,1107,12
8.1,2,2346,12
6.1,1,1953,19
4.1,1,1188,21
13.3,5,3377,09
16.5,1,4970,20
11.0,1,3833,01
6.9,1,2061,07
5.3,1,1773,09
4.1,1,1241,09
10.1,1,2612,09
8.5,5,2446,08
6.5,1,1399,05
7.7,2,2011,18
5.5,1,1041,07
6.1,1,1497,13
13.5,1,2950,09
15.7,1,4992,09
6.9,1,1221,12
6.5,3,1686,16
7.0,1,1547,18
6.0,2,1352,14
7.0,1,1955,16
7.7,1,3602,20
12.5,3,2685,13
11.3,1,3269,21
8.5,4,2311,00
9.3,1,1785,17
2.9,1,561,16
8.5,1,2700,21
18.9,3,7784,01
4.5,1,944,21
6.5,1,1486,11
7.5,1,2616,07
3.7,1,681,13
6.9,2,1124,18
6.5,1,2524,01
28.9,2,8300,10
5.5,1,606,13
7.0,6,1331,01
8.5,1,1988,08
9.7,1,4005,08
3.7,1,1163,13
7.7,5,756,03
8.1,1,3620,21
8.0,5,1904,10
7.5,5,2163,21
6.1,1,1630,11
8.1,1,2433,09
8.5,1,1620,13
5.0,1,1006,19
5.7,1,881,12
6.5,1,1768,07
8.9,1,2468,18
6.1,2,1936,11
7.0,1,1630,08
5.0,1,631,19
15.7,1,6333,13
14.0,1,4001,17
10.9,1,1556,18
9.7,1,2237,06
8.1,2,1898,23
3.7,1,645,09
7.5,2,2032,22
49.57,1,19822,18
8.5,1,1844,10
15.7,1,5635,13
11.5,1,2269,08
9.3,3,2337,23
22.1,2,6301,12
5.0,1,893,23
19.3,1,7609,20
13.7,1,3536,09
4.9,1,610,20
6.5,2,1318,03
9.3,1,2907,00
4.5,1,826,18
9.3,5,1574,09
10.0,1,1733,21
8.9,1,2923,06
6.9,1,1791,11
49.57,5,21436,10
10.9,1,4368,01
9.5,2,919,20
4.1,1,1186,19
14.5,4,3941,12
6.1,2,1189,07
18.0,1,4805,17
9.7,4,2419,00
6.5,1,791,12
15.7,1,7773,04
11.3,1,3621,09
4.5,1,620,08
6.9,5,2060,18
25.5,1,7598,17
19.5,1,6607,22
9.7,2,4152,15
7.0,1,1685,01
11.0,1,3828,20
5.0,2,817,23
7.3,1,2443,13
6.0,1,933,23
33.0,1,14049,21
35.0,6,14344,02
5.5,1,1502,09
5.0,1,749,12
8.5,2,1308,17
9.7,1,2633,00
17.7,1,7251,01
7.7,4,1951,23
7.5,2,1967,00
12.1,1,2871,07
5.5,1,1664,23
10.1,1,2132,17
10.5,1,2119,12
33.47,2,9353,13
14.0,1,6643,23
10.9,1,4237,07
6.0,1,1373,20
9.3,1,1914,09
4.5,2,1345,16
40.5,5,14904,21
10.5,2,4885,22
4.1,1,823,02
4.5,5,625,22
6.1,1,2363,20
5.7,1,656,08
6.1,1,1673,07
4.5,3,1052,15
10.5,1,2357,20
4.0,1,391,16
7.7,1,2254,14
5.5,1,1366,13
5.7,1,1270,09
16.0,5,2327,22
14.5,2,5194,00
3.7,1,1004,11
9.7,1,3650,20
5.5,1,833,21
6.5,1,1688,07
12.9,1,2797,09
11.5,1,3256,12
12.9,1,4834,17
6.9,1,2816,08
6.1,1,1082,07
8.0,1,2285,08
11.3,1,4167,09
15.0,1,3700,12
6.5,2,1917,02
15.0,1,3826,17
10.9,1,3650,00
8.5,1,2153,17
16.5,1,4591,12
5.0,1,749,15
7.3,1,1945,19
19.0,1,5787,13
5.5,1,1240,18
5.5,1,671,09
10.1,5,3047,22
7.0,1,1848,02
5.3,1,1219,18
4.9,1,1316,08
15.5,1,4208,23
11.5,1,5002,16
12.1,5,4610,14
8.5,1,2037,19
4.9,5,918,21
4.5,1,898,02
2.9,1,259,13
6.1,1,1752,23
49.8,3,21036,11
8.0,1,1697,09
10.0,1,3820,06
5.7,1,1730,11
10.1,1,2851,18
11.5,1,2288,11
6.0,1,1699,19
6.9,2,2564,21
15.5,1,3625,22
4.5,5,1216,12
21.0,1,5255,18
7.5,3,1859,22
6.9,1,2485,19
6.1,2,1584,01
4.5,1,896,20
6.5,1,1672,15
5.3,2,1684,11
12.5,1,2830,18
27.0,1,7441,22
14.5,1,6223,18
17.7,1,7153,18
13.5,1,4023,08
5.3,2,891,14
5.7,1,881,16
36.33,2,8147,21
54.44,1,21976,23
5.7,6,1415,17
11.0,1,3886,12
16.5,1,1721,09
15.3,1,5927,23
5.7,4,2461,04
8.9,1,2243,08
13.7,5,3972,17
6.5,1,1587,21
6.5,1,1691,19
7.0,2,1483,14
21.0,1,4396,15
8.5,1,1009,14
6.1,2,1096,18
4.9,5,887,11
4.5,5,1041,12
6.5,1,1468,23
5.7,1,1944,13
4.9,1,810,20
6.5,1,1567,22
10.9,2,4543,02
13.0,6,3468,19
9.5,2,2415,00
10.5,2,3302,06
9.0,1,2226,22
9.5,1,2939,15
7.7,1,1992,12
9.0,1,1564,22
8.1,1,2907,08
11.7,1,4035,19
36.5,1,15749,19
13.3,2,3912,16
5.5,1,987,06
15.5,1,5585,17
9.3,1,2195,14
5.5,2,1450,11
9.5,1,2815,14
20.9,1,7733,10
4.1,1,649,20
8.9,1,1275,14
41.7,5,18983,17
5.7,1,1780,09
12.0,1,4432,22
6.0,1,833,12
12.9,1,4150,16
5.7,4,1309,05
5.3,1,1625,09
15.0,1,3995,15
7.7,1,1974,14
11.5,1,2921,11
6.9,2,2035,01
24.9,1,6731,13
6.9,1,1952,06
26.67,5,10127,15
13.0,4,2189,20
11.5,1,2705,08
10.9,5,2925,18
8.5,2,1918,19
10.9,2,5132,12
5.7,1,1906,22
6.1,1,2648,07
13.7,1,5072,19
9.0,1,3248,02
7.7,1,2719,12
7.3,1,1676,16
7.7,2,1006,13
18.5,1,5227,11
6.9,1,2336,14
9.8,1,3262,20
3.3,1,529,21
5.0,5,808,19
10.1,1,4532,20
16.9,1,7662,01
5.0,5,1110,07
7.0,2,863,12
7.3,1,2902,09
28.0,1,7700,20
18.0,3,5211,09
2.9,1,430,10
11.5,1,2387,23
7.5,5,1461,15
8.9,2,1641,03
11.5,1,1606,07
16.1,1,6201,16
11.5,1,2168,09
14.0,1,3233,15
16.5,3,5110,08
8.1,1,1932,02
6.1,5,1301,01
6.1,1,2933,11
5.3,1,1322,20
6.5,2,1586,01
12.0,1,2622,18
14.5,1,2108,12
6.5,5,1685,11
9.3,1,2267,13
5.5,1,648,22
18.5,1,6705,23
8.5,3,1433,11
7.7,1,1372,19
6.9,2,1589,16
12.9,1,6063,21
8.5,3,2688,01
17.5,1,5253,17
8.9,3,2682,23
16.1,1,5136,11
20.9,1,7250,19
7.5,1,1836,07
6.5,5,1463,08
27.5,1,13069,02
12.5,1,3198,22
3.3,1,433,07
17.0,1,4673,07
13.3,1,4262,08
4.9,2,774,01
5.5,1,882,17
14.9,1,5458,14
7.3,1,1677,02
7.7,1,2189,13
8.5,3,1972,12
7.3,1,2022,13
3.7,2,793,22
4.5,6,495,08
3.7,1,730,08
35.3,1,12112,18
5.3,1,1178,11
11.3,3,2538,12
7.7,1,1726,20
11.0,1,3005,07
10.5,1,3806,02
9.5,2,1249,12
6.1,1,1374,10
6.5,2,1675,23
29.3,1,10786,15
8.9,1,1430,10
56.8,1,22293,06
6.0,1,583,16
3.5,1,530,01
10.5,1,1686,16
12.1,4,4589,11
6.5,1,2158,16
12.9,1,3942,14
12.0,1,3365,15
5.3,1,1047,21
9.0,2,1789,12
10.0,1,1879,00
5.0,1,1274,07
9.0,3,1594,16
9.5,1,2146,18
7.0,5,2305,06
9.3,1,3485,13
11.3,5,3330,21
4.5,1,1086,15
14.9,1,6254,15
3.0,1,376,08
21.0,1,3169,20
4.5,2,819,18
6.5,1,1394,09
4.1,1,708,08
7.7,1,2370,19
9.3,6,2334,19
5.0,1,1274,21
5.5,1,1327,06
9.5,1,2929,18
4.5,2,821,21
5.0,1,1213,17
14.1,1,6872,12
6.5,1,2027,23
4.9,1,1121,10
4.0,5,722,23
4.1,2,989,14
6.0,3,1752,17
45.0,1,20217,19
5.3,3,1380,18
5.7,1,1806,02
11.0,1,2142,03
14.1,1,4136,20
6.5,2,1709,14
8.9,1,1789,18
9.3,1,3497,13
13.0,1,3387,19
7.0,1,859,15
9.0,6,754,11
4.1,2,865,15
8.0,1,1090,19
22.0,1,5624,10
14.5,1,3347,19
11.5,1,2654,11
3.0,1,528,20
11.3,1,2989,11
5.0,1,747,19
9.5,1,1577,11
17.33,1,3511,23
8.6,2,1743,22
14.5,1,2897,17
4.5,1,645,03
8.5,5,2465,14
40.33,1,9649,08
5.0,1,1321,15
4.1,1,477,09
6.5,1,1491,20
6.5,1,1966,10
4.1,1,1049,11
12.5,1,1546,18
5.0,3,1174,12
3.7,3,419,12
41.3,3,11215,08
12.1,1,4895,16
5.3,1,749,11
8.5,1,2558,07
3.3,1,293,22
8.5,1,1254,07
7.7,1,2455,17
19.7,1,8751,01
14.9,2,3321,12
16.1,1,5546,17
9.3,1,3743,19
9.5,2,1104,12
7.7,1,2187,21
10.1,1,3419,01
12.0,1,2857,18
6.5,1,908,09
5.5,1,1077,03
13.3,1,5318,18
17.0,1,3663,09
6.1,2,1332,13
5.7,1,1940,07
14.1,1,5452,23
14.5,2,1682,15
74.3,2,20749,16
14.5,1,2866,15
11.3,1,4773,22
9.0,5,1451,09
4.5,3,891,07
31.7,1,8383,15
8.0,2,2594,20
4.1,3,1059,01
3.3,2,680,04
3.3,2,789,09
8.1,1,3683,03
5.7,3,1151,07
5.7,1,1023,09
48.83,1,12565,08
3.7,1,475,17
17.5,1,5503,11
5.5,1,1051,12
4.9,3,1406,19
4.1,1,1225,19
7.7,1,3764,20
9.3,4,4048,07
10.1,1,3154,20
4.0,1,748,06
5.7,5,1030,17
4.5,1,1390,14
3.7,1,752,11
14.0,1,4758,19
19.5,5,2351,16
17.0,2,5817,22
8.9,1,3654,07
6.1,1,1249,20
10.0,1,1812,18
6.5,2,1374,00
11.3,1,3690,10
45.0,1,20936,12
8.1,5,3274,20
22.9,1,6202,19
4.1,1,496,13
4.9,1,1237,16
4.5,1,1271,12
5.7,1,1845,11
8.9,1,2370,12
8.5,1,3346,22
14.9,1,6912,22
11.5,1,3597,21
11.0,2,3591,21
6.9,1,1947,18
8.1,1,3408,15
5.5,1,1177,10
5.7,2,954,07
5.3,5,1003,19
5.3,5,1364,21
6.1,4,1428,16
7.0,1,1896,10
8.9,1,3894,07
3.7,2,320,04
9.3,5,3674,08
5.0,1,1394,18
11.0,1,2074,12
15.0,1,4736,21
16.1,2,6008,09
12.5,1,3275,11
14.0,1,3059,20
12.5,2,1413,13
14.5,1,3154,13
5.7,1,1447,09
5.3,1,1291,10
10.5,1,3205,10
9.3,1,2066,16
6.1,1,2024,21
7.5,1,2731,03
4.0,1,849,19
7.7,1,2040,09
52.5,2,15747,13
5.0,1,1036,14
17.0,1,4696,13
6.5,1,1555,19
12.1,2,4330,07
7.5,1,2967,06
32.1,1,9798,10
9.7,4,3148,13
11.3,3,1935,17
9.0,1,1305,17
6.0,1,1330,01
33.3,3,14228,17
6.0,1,859,00
10.5,1,2405,17
3.3,1,570,11
8.5,1,2849,08
8.5,2,1894,23
14.5,1,2535,17
9.7,2,3724,23
9.7,5,3541,15
15.0,1,3818,18
6.9,1,1940,08
11.0,1,3963,06
22.5,1,7037,07
8.9,5,3084,15
4.9,1,1068,14
4.9,2,1708,11
8.9,3,4181,21
49.57,4,22541,21
49.8,1,20903,19
6.9,1,2403,04
18.5,1,3603,12
20.0,1,5243,13
22.0,1,6030,23
6.5,2,753,12
36.1,2,12551,02
19.0,1,6857,22
5.7,1,1030,14
4.9,2,882,16
6.1,1,2590,18
11.7,1,4083,18
6.9,1,1725,09
7.5,1,1230,11
3.7,1,483,00
6.5,1,2035,21
5.7,4,1384,16
5.7,1,1821,13
4.5,1,377,18
7.0,1,1213,22
14.9,1,6579,20
7.7,1,1731,19
11.5,2,1339,00
4.9,2,886,13
19.0,1,7872,00
9.5,1,2639,15
47.33,1,15212,13
7.7,1,973,12
10.9,1,3787,11
5.3,2,678,07
9.0,1,1296,11
5.5,1,657,08
6.5,1,2536,11
3.7,2,596,20
10.0,1,2098,13
33.5,2,9010,21
11.5,2,3502,21
11.7,2,5257,22
32.0,1,13920,20
9.3,4,3163,22
9.3,5,2933,00
10.5,1,3908,19
3.7,1,790,05
5.7,5,947,21
11.3,5,3501,17
4.5,6,893,07
8.5,1,3690,01
7.0,5,1724,20
12.6,2,4829,21
45.0,5,11696,06
11.5,6,3508,21
7.5,2,2017,19
4.5,6,1179,20
10.5,2,4312,15
9.7,1,2814,14
8.5,1,2066,08
6.9,1,1588,08
25.5,1,11252,03
10.5,2,3723,20
5.0,1,1203,19
4.5,1,1367,17
9.7,1,3177,13
15.5,1,5484,03
8.0,1,1779,07
5.7,1,843,14
6.1,1,1299,11
34.8,1,8512,07
6.1,3,1507,20
8.6,1,3288,00
10.5,1,2272,21
6.5,1,1448,11
10.5,2,2493,09
7.5,2,3239,20
17.7,1,8510,09
7.5,1,1988,21
7.3,2,1279,08
9.7,1,2969,16
6.5,1,1506,19
14.0,2,4915,15
5.3,1,1540,09
7.7,1,1996,16
11.5,5,3459,22
4.5,1,968,08
13.5,1,4192,01
5.7,1,901,15
10.2,1,4226,03
4.5,1,1541,18
16.1,2,7102,22
7.7,2,1375,19
14.5,1,6236,18
5.7,1,1708,22
14.1,5,4952,14
5.7,1,991,15
7.3,1,1678,14
6.9,1,1764,14
7.7,1,1471,12
8.0,3,1957,01
5.0,1,877,05
5.3,2,1402,08
7.7,1,2238,12
6.5,1,1088,17
9.5,1,1760,08
3.7,1,817,08
9.7,1,2130,22
5.0,1,891,19
6.5,1,912,15
5.0,1,1054,23
7.3,1,2151,18
6.9,1,2322,16
8.9,3,2177,18
6.5,1,1782,09
11.0,1,2265,13
14.0,1,5275,03
5.3,1,1261,14
6.5,1,798,08
8.1,1,3199,21
18.5,1,8729,17
5.7,1,1567,17
3.5,5,1737,09
8.5,1,3289,23
21.5,1,6194,09
4.9,1,1110,19
11.0,1,3845,23
7.0,5,1703,03
6.5,1,1528,08
16.1,1,6923,09
8.6,1,2807,00
12.5,1,3747,23
20.5,1,7472,04
8.5,5,1429,17
6.9,1,2064,22
24.9,1,9082,16
8.0,2,1611,07
4.5,1,1473,21
6.0,5,1947,22
5.7,1,1072,21
6.5,1,1023,07
5.5,2,696,12
10.5,1,3973,21
4.5,1,977,12
5.5,1,1844,17
4.5,1,895,13
7.0,1,1534,10
28.27,1,11270,13
20.5,2,8719,23
41.3,1,10309,13
49.8,1,18952,17
9.3,1,3298,11
11.0,6,4246,04
8.9,1,1487,13
19.5,1,7177,07
3.7,1,870,15
10.0,1,2651,19
16.1,2,6729,18
23.0,5,7252,00
9.0,1,1425,17
5.3,1,914,05
4.9,2,1737,02
15.4,1,7175,21
5.7,1,1727,23
4.1,1,696,08
11.7,2,3796,19
3.7,1,1019,01
4.9,2,577,15
10.5,2,2741,17
5.5,4,1141,17
37.3,2,14007,19
4.5,1,1087,17
14.5,1,4604,12
18.5,1,5458,00
5.7,1,716,21
5.7,1,1174,21
5.0,2,1021,12
6.5,1,1292,18
7.7,3,1809,10
11.5,6,4227,22
12.1,1,4027,02
9.5,1,1966,18
6.1,1,1301,19
14.5,1,2690,10
10.0,1,2736,20
5.5,2,784,13
23.7,6,11375,12
15.0,1,5072,08
4.9,1,1110,16
11.5,1,2629,02
20.5,6,8836,10
46.9,6,19458,19
9.7,5,2005,00
18.0,6,1967,13
7.5,1,2221,00
5.3,1,1605,22
15.5,2,3870,20
10.0,5,2225,23
57.33,1,22535,09
13.3,5,5397,20
8.5,1,1712,16
47.83,1,14000,20
7.7,1,1200,14
21.0,1,7520,19
4.1,1,994,16
8.0,1,2102,02
11.7,1,5400,23
18.5,1,5842,18
44.9,2,14888,00
9.0,1,2807,09
7.3,2,1809,17
25.47,5,7553,05
9.0,1,2160,15
10.5,1,1771,20
7.0,1,1487,15
32.33,2,8710,19
10.5,1,4278,10
7.7,1,2281,10
16.5,2,5976,21
17.3,1,6264,22
8.5,1,3394,04
6.9,1,1598,12
9.0,1,1962,23
17.3,1,5425,18
6.1,1,1067,20
6.1,5,2086,11
8.5,3,2301,03
13.3,1,3956,14
9.5,1,4287,22
4.5,6,803,15
10.9,1,2931,19
10.1,1,2832,08
15.7,1,4591,18
10.0,1,2167,23
11.3,1,2171,18
4.9,1,1153,16
7.3,1,1397,16
25.47,2,6679,08
16.5,1,6330,16
4.9,1,814,20
5.0,1,897,12
6.5,1,1590,23
5.5,1,1075,10
25.3,1,9547,11
11.3,2,4303,19
4.9,1,1023,18
5.3,1,1287,10
6.5,1,1416,13
12.5,1,3880,18
27.87,1,8403,08
8.5,2,1181,21
8.1,1,2513,01
8.1,1,3944,20
6.0,1,1013,11
18.0,1,5611,18
5.5,3,985,18
4.9,1,618,02
11.0,1,2980,12
17.0,1,5138,19
11.0,1,5096,21
8.5,1,2085,09
3.7,5,380,12
57.33,1,24037,21
23.7,1,9104,15
7.5,1,2183,21
5.3,1,1374,07
8.5,2,2413,22
7.5,4,2194,02
9.0,1,2147,16
10.5,5,3792,18
8.0,1,1569,18
13.7,1,5033,23
7.5,1,1269,14
24.5,1,7477,10
6.1,1,1693,01
7.7,1,2601,02
7.3,4,3191,17
27.07,1,4995,19
8.5,1,2408,04
6.9,1,1133,15
4.1,1,748,21
10.5,2,3329,10
15.5,1,5814,23
8.0,1,1719,20
9.0,3,2811,19
13.7,1,3804,19
11.4,1,3486,00
8.1,2,2227,15
7.3,2,2937,22
18.0,1,6975,11
7.3,6,2167,19
12.0,1,3324,23
9.7,5,3128,14
10.5,1,3557,06
9.5,2,2054,23
4.1,2,1074,00
11.3,1,5001,09
21.0,1,6828,18
14.1,1,2534,22
8.5,1,1673,19
9.7,1,3946,02
3.5,6,460,06
40.0,1,14994,22
7.5,1,1062,18
11.3,2,5175,22
6.0,5,1010,09
5.7,1,1694,14
13.0,1,3198,19
7.3,2,2911,14
6.5,1,1917,01
7.7,1,2012,19
11.5,2,1642,14
10.5,2,907,11
26.5,1,8693,07
8.9,5,4276,21
5.5,1,1403,22
6.0,2,1181,16
8.0,6,1651,09
14.9,2,3285,17
33.3,1,14966,23
4.9,5,1086,10
8.0,1,1956,20
15.5,3,5518,20
11.3,1,4007,23
5.7,5,1464,21
15.0,1,5861,23
4.5,2,586,12
5.0,1,1302,21
4.5,1,621,11
10.9,3,3682,16
5.3,3,1432,15
7.5,1,1258,17
9.5,1,3353,14
13.5,1,4186,07
14.1,2,5467,18
8.1,4,2559,08
56.8,1,17136,06
9.3,1,3007,13
7.3,1,2573,17
12.1,1,5848,10
12.9,2,5013,21
13.3,1,5287,17
9.5,1,1796,19
9.0,1,2962,14
8.5,1,1504,13
8.1,1,2709,11
